delivery_partner_key,delivery_partner_id,partner_name,city_key,vehicle_type,joined_date,rating
898,DP-8511f31b-8787-5294-bd97-07d5732c9e07,Manya Merchant,3,Motorcycle,2026-05-07,3.97
899,DP-623a58b5-6d1a-5d70-b252-6a8571d3bd62,Wriddhish Talwar,3,Motorcycle,2025-04-08,4.12
900,DP-80c27989-46f2-55f4-9ed2-46e0320d28fe,Isaiah Khosla,9,Motorcycle,2026-01-21,4.17
901,DP-42e945a2-9aae-577a-acfa-b8625072e2ae,Ekavir Wable,8,Motorcycle,2026-04-01,4.29
902,DP-66cb2ce0-794e-50a9-b0d0-629581a368d3,Jalsa Nadig,4,Bicycle,2023-07-15,4.61
903,DP-26442912-5e83-526a-a6b3-78d0adf64fdd,Lila Salvi,1,Motorcycle,2023-04-30,4.5
904,DP-0d9e3123-33e1-5516-a800-71f1e70eb0f9,Orinder Sinha,8,Bicycle,2025-09-18,4.75
905,DP-6a654d05-1fc8-5794-ba07-21aebd3163ad,Anay Bir,44,Motorcycle,2023-08-28,4.91
906,DP-4b6e1c2a-33cb-5f86-950a-3a356a23ca6f,Adweta Kale,15,Motorcycle,2023-07-08,3.94
907,DP-b27c86ff-363a-5788-8682-a1714edd1202,Darpan Rao,9,Motorcycle,2024-08-20,4.95
908,DP-c243dc24-8f9e-55a5-951c-18de83bb7b1a,Yachana Sagar,2,Motorcycle,2026-03-11,4.43
909,DP-c42e2a54-e509-5c42-8182-6c195dcb47b5,Neelima Butala,4,Motorcycle,2025-10-12,5.0
910,DP-ae35da4b-0807-5d3e-a96d-c56b5b123261,Arunima Chacko,4,Electric Scooter,2024-10-22,4.25
911,DP-ff7a7913-548b-51b5-8fb5-06f80be5e6b9,Farhan Vaidya,22,Motorcycle,2023-09-08,3.85
912,DP-bba2e6d8-9b81-5b40-9f68-e3df15c452db,Nachiket Yadav,33,Motorcycle,2024-03-05,4.72
913,DP-9a33bc7e-70be-5397-9e34-04a2e0a2c37a,Mahika Bhatti,36,Bicycle,2025-05-28,4.7
914,DP-5c7b24b3-b373-5c41-874f-ae1befe08c0e,Rajeshri Khare,48,Motorcycle,2023-07-20,4.13
915,DP-ec0fa31a-fca0-5df5-82c5-f33bd76b179d,Yash Chadha,47,Motorcycle,2024-10-31,4.16
916,DP-a61e63aa-eac5-5d2d-b2e6-50eb85a36caa,Jack Setty,43,Motorcycle,2023-01-16,4.78
917,DP-9f78fad9-72b1-5db9-afc7-2454db04959b,Dayamai Gill,1,Motorcycle,2024-02-19,4.63
918,DP-4909f356-4757-58c9-a99a-96fda86c5005,Advik Devan,2,Motorcycle,2023-11-13,4.4
919,DP-eafcb968-f976-571d-a59f-1a6db5ecc513,Nihal Taneja,5,Electric Scooter,2025-05-19,4.67
920,DP-444d7db5-2dd0-57c7-99bb-42b0f4e4195f,Zansi Lad,10,Motorcycle,2026-03-12,4.59
921,DP-6376c808-efe4-508f-bc94-264966ed8648,Kamya Date,2,Motorcycle,2023-07-06,4.19
922,DP-c4c6ba10-8be9-5833-b665-120d90678235,Jacob Balan,29,Motorcycle,2025-10-14,4.81
923,DP-37bef778-9f4c-5564-83a1-eb76409a85de,Pushti Magar,13,Motorcycle,2025-04-16,4.73
924,DP-183d6d8d-ef55-5564-b7b9-ae61429940a6,Adya Bose,10,Motorcycle,2026-05-22,4.51
925,DP-b9144d14-c6ad-5cc7-8888-1ca9629440c9,Tamanna Vaidya,3,Motorcycle,2026-03-09,4.78
926,DP-c931aefe-a8b5-5d3a-9377-f2f7055502cf,Christopher Tata,4,Bicycle,2023-05-09,5.0
927,DP-ef1121e6-a1eb-5e59-86bd-5bfc3a7d3896,Jhalak Dugar,2,Motorcycle,2025-08-06,4.15
928,DP-54ce6490-e5e8-5676-9a3a-a84bebe63173,Harshil D’Alia,30,Motorcycle,2025-01-25,4.41
929,DP-b08cf5db-d10f-58f2-979a-76e9f94a8dfa,Yashodhara Agate,11,Motorcycle,2023-05-25,4.43
930,DP-2adeac15-bf2f-544b-80ed-13b4138788e0,Advik Konda,19,Motorcycle,2023-11-25,4.77
931,DP-25a45f23-a757-52d9-855b-36518d6834fb,Urmi Patla,4,Motorcycle,2026-03-28,4.29
932,DP-58249856-6332-5f77-a751-0d2c3a55b726,Mason Gola,6,Motorcycle,2024-11-23,4.75
933,DP-0e67826d-b9c5-5d95-974f-26a6a113aaf0,Oni Kapur,7,Motorcycle,2024-03-07,4.33
934,DP-404f5dd5-d172-5bca-99db-890c9fae5a82,Yuvraj Saha,21,Motorcycle,2024-02-13,4.12
935,DP-6a9d3ee8-344c-5ca5-85e6-43d48f4ced41,Anika Brahmbhatt,22,Motorcycle,2025-12-05,4.53
936,DP-f1349fcb-0cac-5828-8081-65b4964dbb3d,Jagdish Thakkar,3,Motorcycle,2023-12-28,4.32
937,DP-98623d23-a635-5a9f-b788-21b688ac3623,Praneel Kapoor,41,Motorcycle,2023-07-22,4.56
938,DP-34a9f931-f84d-5d9c-bff6-62e85e06bec3,Nandini Biswas,2,Bicycle,2025-01-02,4.64
939,DP-e82d94af-63c5-5117-9e00-c72b63fa625a,Barkha Mukhopadhyay,35,Motorcycle,2026-06-20,3.96
940,DP-4b3d6f25-77da-5ec7-a487-921177db09fe,Gabriel Shan,2,Motorcycle,2023-08-22,4.36
941,DP-66349a4b-0803-5899-a763-d9bc05f2333f,Jyoti Iyer,4,Motorcycle,2023-11-22,4.53
942,DP-66cb16b4-c532-53ff-a7bd-eca8c43d2654,Daksha Kibe,29,Motorcycle,2024-08-21,4.78
943,DP-d9c61d3b-8018-5793-9950-1972de68dfbb,Jyoti Tak,3,Motorcycle,2023-09-12,4.74
944,DP-74d8eeb8-5bed-5e81-b816-182c80b2e355,Yatan Dora,7,Motorcycle,2025-04-10,4.22
945,DP-c104f064-2188-5fe9-9e1d-d37e4dad7ddf,Nimrat Bajwa,8,Bicycle,2023-11-20,4.44
946,DP-aff2f0ff-064a-5817-b64a-c603955898c0,Hiral Andra,4,Motorcycle,2023-06-13,4.66
947,DP-58a10436-8668-5c11-b988-9276012e908e,Aarav Puri,18,Motorcycle,2023-11-30,4.42
948,DP-fc83609b-33e5-59f4-811d-c5948b371d28,Hemang Jha,29,Motorcycle,2026-04-02,4.25
949,DP-fd2d8ee3-5940-561a-8ec0-68f9ea46b6a6,Oni Swamy,32,Motorcycle,2026-04-07,4.48
950,DP-493ecd1b-156d-5ab0-9593-2cdcdcbe59ad,Lucky Mammen,5,Electric Scooter,2024-10-07,4.62
951,DP-330a1a61-c325-580b-9bb0-def9cf4389f2,Caleb Kata,10,Bicycle,2024-05-25,4.19
952,DP-628274c3-8bcb-5df5-8ebe-f10678ffbe7d,Kashish Shanker,4,Bicycle,2025-11-11,4.7
953,DP-c920fcde-91b8-5942-b6de-5d2b2cf25e6f,Girish Tiwari,4,Motorcycle,2023-09-05,4.55
954,DP-016e42df-49e0-522c-b747-1b315c9e4f3b,Meera Borde,2,Electric Scooter,2025-04-14,4.71
955,DP-9c11cb60-e939-55d5-af7e-2686778a3073,Radhika De,41,Motorcycle,2025-05-17,4.48
956,DP-c82da25e-06e8-5f04-a420-9c8e71cf4680,Bishakha Lal,34,Motorcycle,2025-06-24,5.0
957,DP-c814e4eb-7b81-58b3-a321-6171552f126f,Maya Narain,22,Motorcycle,2023-10-06,4.62
958,DP-cfd13aee-6e46-542c-85ce-36f6cf1f5d7c,Sneha Magar,9,Motorcycle,2025-07-02,4.75
959,DP-2124a2b2-c9a4-5675-967c-120ebdde12d7,Falan Jain,9,Motorcycle,2025-02-19,4.7
960,DP-e793a358-28c7-5190-9490-db1eab006317,Ikbal Dugal,10,Motorcycle,2026-01-21,4.44
961,DP-ed397e44-9af5-5e46-a079-7205315822f7,Nitesh Sengupta,10,Electric Scooter,2023-08-11,4.59
962,DP-40295da9-6199-5247-96a0-17637537d1a3,Dipta Ray,7,Motorcycle,2025-02-21,4.3
963,DP-4ef70db0-7cd5-510d-938a-ae521dba316e,Ishita Johal,2,Bicycle,2025-11-24,5.0
964,DP-1bc9113a-2e5b-559f-8044-b2339b70600e,Darika Sheth,2,Motorcycle,2023-12-22,4.66
965,DP-8cf5c513-231e-533f-b5ae-1a8368eb959e,Jagdish Chana,43,Bicycle,2025-08-07,4.23
966,DP-be2c45c5-7838-53b8-b9c1-03e58a74ea99,Daksha Baria,8,Bicycle,2023-05-07,4.97
967,DP-206e8ac4-0bcf-5a5e-b5df-05e8d31c5fac,Falak Divan,43,Motorcycle,2025-07-05,4.46
968,DP-895c23c0-aa59-52a9-bd3e-05812a386c56,Yuvraj Parekh,3,Motorcycle,2025-02-12,4.8
969,DP-5676806f-a9dc-59ee-ae5a-c86434b43926,Yochana Bawa,10,Electric Scooter,2023-09-03,3.95
970,DP-90b0026c-2827-5e5c-9c50-9b72c848eb9d,Abha Ghosh,3,Motorcycle,2023-03-26,4.89
971,DP-9b2e47cd-3a32-5059-9f11-5a66cbfbe333,Nidhi Sethi,4,Motorcycle,2025-08-09,4.64
972,DP-ad41a69a-de53-5415-88e2-1509225ce539,Girindra Shere,1,Electric Scooter,2023-11-04,4.2
973,DP-33bb7066-1512-5cba-82ad-e024ace2fcc0,Logan Dara,2,Motorcycle,2024-09-26,4.64
974,DP-a7c854da-7aba-584d-9598-f237555a5e1a,David Kapadia,38,Bicycle,2023-03-19,5.0
975,DP-9a15ada9-d53f-5307-816b-33bf7d4e63ac,Rudra Rattan,5,Motorcycle,2026-05-14,4.31
976,DP-d8db8d4b-a0ff-554a-8fc7-8fc6f5d2efc2,Frado Lad,12,Motorcycle,2024-12-01,4.3
977,DP-0c296f61-2fe4-5184-8509-442abb9c538b,Anthony Bhattacharyya,8,Motorcycle,2026-04-03,4.43
978,DP-258d4d91-f754-51aa-a9b9-760c40bf7baa,Sachi Dave,6,Bicycle,2023-07-24,4.52
979,DP-6798be44-454d-5bbe-aa13-28f39b7672eb,Garima Das,10,Motorcycle,2023-09-20,4.83
980,DP-d05df6c0-f76d-5bfa-8946-64a531505f41,Triya Bedi,3,Electric Scooter,2025-02-17,4.66
981,DP-8fba8f15-dea1-5680-88d6-0d68f22128b8,Rachita Rana,49,Motorcycle,2025-02-10,4.43
982,DP-6ab2e544-9deb-53c6-a0aa-0a78adb09682,Ayushman Raja,26,Motorcycle,2025-10-06,4.6
983,DP-a16fc6d5-984f-5c6f-81a8-64d17463793f,Orinder Pandya,20,Motorcycle,2026-03-30,5.0
984,DP-4b3a3db3-28f3-553e-93db-062048b97284,Rachit Maharaj,8,Motorcycle,2025-11-14,4.72
985,DP-5a772b05-710a-5065-bd60-db63b7a19dc8,Sanaya Dixit,2,Electric Scooter,2023-06-28,4.47
986,DP-dd14f324-1c55-52c6-abc3-a28b67ffddd7,Yatan Merchant,38,Motorcycle,2024-01-30,4.42
987,DP-0874c4e4-6c74-51d2-b949-3a745db7b9f4,Nisha Srinivas,5,Bicycle,2026-03-12,4.58
988,DP-d455608d-202b-5a3e-9abc-811ed2ce08d6,Gagan Mammen,1,Motorcycle,2024-12-01,4.82
989,DP-3852e81c-1d0e-5c35-a65a-0a435891ddad,Laksh Saini,5,Motorcycle,2026-01-11,4.26
990,DP-dc6b4de2-0458-5407-a643-02d82f26c649,Zaid Bahl,24,Electric Scooter,2024-12-19,4.77
991,DP-5de7c468-4be1-51c3-b11b-b9e381dbc9de,Jagrati Srinivasan,13,Motorcycle,2023-03-05,4.46
992,DP-3d2abccd-243b-5217-a410-812f2bafec20,Hemangini Thakkar,21,Motorcycle,2024-08-26,4.51
993,DP-ba9ec482-3f28-564a-bd49-cf47219d3355,Lipika Madan,24,Motorcycle,2025-11-18,5.0
994,DP-16e057bb-050f-58ae-ac81-5fdfa8b24431,Atharv Nagar,3,Motorcycle,2025-04-15,4.73
995,DP-f4b68bc1-a0ed-5485-aca6-37577879a560,Ayushman Mand,39,Motorcycle,2023-06-19,4.33
996,DP-40665e7f-6dd1-5bb9-b144-3a9b40298633,Urmi Wagle,7,Motorcycle,2023-09-26,4.64
997,DP-df837bca-0e36-53e7-b828-989bc5f44c1f,Viraj Dutta,14,Motorcycle,2025-12-26,4.84
998,DP-347d6a31-b5a1-54fe-9363-92ea5fe1cb69,Yug Khosla,1,Motorcycle,2026-06-03,4.74
999,DP-0d1cb99c-a428-504f-bba9-074c457906c4,Daksh Kanda,49,Motorcycle,2025-08-18,3.8
1000,DP-7d0e6345-fee8-58d8-b861-3ca30c04cc61,Isha Ghose,4,Motorcycle,2023-05-06,3.53
1001,DP-720217ad-c348-5732-b4be-60b0640d2ede,Warjas Nadkarni,1,Bicycle,2025-03-01,4.5
1002,DP-d1d36962-62b8-551f-b6ec-04039a3b1dff,Ayaan Pandey,8,Motorcycle,2025-11-24,4.66
1003,DP-47d1ba25-e193-5ca8-8654-d66c661deb50,Raghav Tailor,2,Motorcycle,2025-03-27,4.63
1004,DP-a8a5dcc6-41ae-5c91-8855-e80e6860e787,Parth Swaminathan,2,Motorcycle,2025-01-28,4.36
1005,DP-8f7211b5-b9d7-5c65-8188-36965cae9e3d,Gautam Bhalla,14,Motorcycle,2024-08-19,4.74
1006,DP-c5dfe979-e9de-5811-8f16-04865c8f813a,Theodore Bahri,6,Electric Scooter,2023-11-09,4.9
1007,DP-b25985c9-0e6f-50d4-80ea-9ff1ed685fb7,Aadi Narula,38,Motorcycle,2023-12-25,3.97
1008,DP-31f3d1a6-5da0-5d1e-8bcc-f93ff7d37061,Kalpit Oak,5,Motorcycle,2025-08-09,3.94
1009,DP-3aaa5165-8065-5263-8d1f-9ecb1a30f93e,Ekiya Bhargava,19,Bicycle,2023-03-31,4.64
1010,DP-d5ac6744-c7d3-51e4-a97b-95d4e93aaf29,Manbir Dhar,8,Bicycle,2023-04-18,4.77
1011,DP-136e8ac2-8f5c-57d5-9325-985199cf6b59,Janya Bora,15,Bicycle,2024-05-21,4.31
1012,DP-6a368d82-4193-50e0-85f3-260a02faa33f,Meghana Chaudhuri,12,Motorcycle,2025-09-15,3.82
1013,DP-a8a0a40d-0540-51be-9676-86f6f67343ec,Chasmum Naidu,8,Motorcycle,2025-04-18,4.5
1014,DP-5db04aab-9ddb-5bf0-a579-98de52a894ac,Nakul Sarkar,43,Motorcycle,2025-01-22,4.63
1015,DP-c9e873ae-f734-5d40-923b-6a3e89dfb394,Edhitha Ghosh,5,Motorcycle,2024-11-12,4.41
1016,DP-d0f47461-d417-559a-a716-2c07e57d1fe7,Udant Gill,3,Motorcycle,2023-05-22,4.85
1017,DP-97b5fd45-fcaa-5313-8d4a-0826c7d3c602,Damyanti Menon,16,Motorcycle,2024-02-28,4.61
1018,DP-3d71b723-500e-51b9-9480-ea5139ebdefe,Peter Agarwal,29,Motorcycle,2023-04-12,4.27
1019,DP-d3372553-9437-5c5f-b2ee-b02607ae8199,Bachittar Gopal,1,Motorcycle,2025-08-25,4.31
1020,DP-2b85ad48-3321-5ff3-b122-7f0bccd2cba2,Timothy Chawla,8,Motorcycle,2025-08-16,4.51
1021,DP-2b6718b5-826b-58cd-b21a-29d580793b48,Lohit Narula,35,Motorcycle,2023-11-26,4.39
1022,DP-dba36e5b-02b5-5166-9da1-aad46d5aa3fd,Wazir Palan,20,Motorcycle,2024-01-09,3.92
1023,DP-33956a7f-2eae-5609-94b7-22a7ec1e253b,Oliver Chakrabarti,49,Motorcycle,2024-02-10,4.58
1024,DP-bae418c5-caee-5375-9da6-e9a600df3377,Sanya Apte,10,Motorcycle,2026-02-08,4.31
1025,DP-30174456-891f-5c11-aff5-1b2af8816754,Shaurya Krish,15,Motorcycle,2024-09-15,4.37
1026,DP-8d7d90d4-0571-53c9-810f-aa80b5900380,Inaya Kunda,5,Motorcycle,2025-08-30,4.15
1027,DP-b9a8cdcd-ab23-5e26-8515-f198f89848da,Aarav Bava,42,Motorcycle,2024-07-26,5.0
1028,DP-f6ffa6cf-5ffb-5665-828b-f3c7ace4129c,Raksha Saini,6,Motorcycle,2025-06-09,4.71
1029,DP-15e5e8eb-fc2c-5629-a340-d36339936752,Odika Tailor,20,Motorcycle,2024-11-05,5.0
1030,DP-5dff92b1-ee12-5b1c-8bbf-2c19c0f8bc5e,Indali Prashad,7,Motorcycle,2023-12-22,4.41
1031,DP-826e6635-b185-5461-866d-e4cd06ac2127,Varenya Kar,11,Motorcycle,2026-01-23,4.73
1032,DP-bc354fe3-9852-58db-bf73-e6a5cb57c18c,Siya Borah,18,Motorcycle,2025-06-23,4.59
1033,DP-157393c9-2bc7-5b85-abad-955caa4edf50,Chaitaly Bahri,9,Motorcycle,2025-09-08,4.29
1034,DP-20783dd3-b358-51b0-93da-286443ca741b,Advika Cheema,36,Bicycle,2026-04-24,4.4
1035,DP-f89edb05-dd73-5d95-ae00-a5a9afbe6dc5,Hema Garde,7,Motorcycle,2023-11-14,4.71
1036,DP-5433d216-338a-57ff-aa91-dce9a8109c33,Naveen Borde,14,Motorcycle,2023-04-27,4.15
1037,DP-cbe6badf-0d01-53d0-bd03-32abe91bf686,Hamsini Subramanian,5,Motorcycle,2025-01-12,4.85
1038,DP-b2952a63-894c-5283-9497-b9a6228bffc6,Raagini Gala,7,Motorcycle,2024-02-21,4.56
1039,DP-1a2824c1-967b-58bd-8b38-32d0b22e82d7,Naksh Bera,7,Electric Scooter,2024-07-10,4.8
1040,DP-9830a8bb-c66e-5ab0-bcc0-902bf040f5ac,Garima Jha,2,Motorcycle,2023-10-27,4.63
1041,DP-213b8587-e7ac-5d75-b1e4-4d35aff68e11,Nimrat Zachariah,2,Electric Scooter,2024-05-23,3.97
1042,DP-c02f4593-c936-5910-a696-46d01f5fd40f,Baghyawati Mishra,15,Motorcycle,2024-05-16,4.5
1043,DP-ad46ccb9-ed49-5cee-8754-0a536e95b8a7,Gopal Bawa,15,Motorcycle,2024-03-23,4.86
1044,DP-34858c36-b5eb-5047-90b3-749fe0dcbd90,Vritti Dube,15,Motorcycle,2025-08-05,4.55
1045,DP-f6a7342d-3b27-5ad5-9989-861d6a88b19e,Jalsa Aggarwal,1,Motorcycle,2025-01-26,4.51
1046,DP-3d3cb5e4-be3a-5fd0-8080-fb995042ba84,Gagan Menon,5,Motorcycle,2024-08-28,4.55
1047,DP-5cdf47fb-e79a-5117-b815-2930ff21c0ae,Ryan Chatterjee,3,Motorcycle,2023-05-24,3.9
1048,DP-425f249d-8d96-55ef-a55f-0f6eb6624717,Samuel Garde,23,Motorcycle,2024-12-29,4.9
1049,DP-ca3e0fd0-411b-56fc-b434-1b827a8597b6,Finn Solanki,31,Bicycle,2023-08-12,3.74
1050,DP-b5b80cbe-5c46-5a19-910e-1117bce7d0d2,Darika Rao,4,Motorcycle,2024-02-05,4.98
1051,DP-376efc88-5c36-590b-8252-09841a8ed633,Vrinda Lanka,15,Motorcycle,2024-06-13,4.38
1052,DP-2909d7ff-5265-5645-9551-460bcde4adcb,Lila Goyal,2,Motorcycle,2023-06-30,4.66
1053,DP-c03926a7-6f94-5a9f-a640-fd08ce22bb67,Lakshmi Pingle,4,Motorcycle,2024-05-11,3.88
1054,DP-daf1f467-2295-5977-b73a-770f7a6463bc,Sanaya Basu,2,Motorcycle,2023-12-07,4.77
1055,DP-1ef12b12-bb64-5d27-9ae0-101ed326b204,Ria Shroff,4,Motorcycle,2025-12-20,4.7
1056,DP-343a6c3a-0938-51ea-9a10-26e6ab274f4a,Upkaar Luthra,16,Motorcycle,2026-01-01,4.68
1057,DP-62efcf34-f8da-5141-907e-72f6c14c3ec5,Matthew Chatterjee,37,Bicycle,2023-01-06,3.86
1058,DP-1477eb2b-f522-5642-9576-cdaa78427de8,Hemangini Sachdev,3,Motorcycle,2025-02-07,4.24
1059,DP-ba8bc8d7-27d4-50bb-993e-1168d141255b,Darsh Ram,10,Motorcycle,2025-03-28,4.64
1060,DP-00e0c802-40b8-57aa-b81b-c1ae69807592,Vaishnavi Keer,17,Bicycle,2024-04-27,4.89
1061,DP-38669679-83f5-5427-a95f-65d979a80904,Chandani Brar,43,Electric Scooter,2024-08-21,4.19
1062,DP-30b74e50-327b-58a0-95b3-cfcd3a7f3765,Bakhshi Thakkar,13,Motorcycle,2025-10-04,4.2
1063,DP-256e8690-76ee-58a3-868f-8fbf1dc85ddd,Jai Sen,4,Motorcycle,2024-04-27,4.61
1064,DP-900add47-be0b-524f-9a7c-3e7b6db496d4,Oliver Kakar,13,Motorcycle,2023-03-24,5.0
1065,DP-a447429a-f4ed-59ae-a4dd-697f1f439072,Jonathan Basak,5,Motorcycle,2024-04-20,4.29
1066,DP-60bbe699-1540-51eb-bf04-11ec36354d53,Farhan Saran,46,Bicycle,2023-11-20,4.38
1067,DP-339538cb-6288-5768-88d8-1a309899fcf3,Manbir Kuruvilla,6,Motorcycle,2024-05-03,4.33
1068,DP-31862d81-b7f0-5379-b0d3-0fcbe01835d7,Ekalinga Chahal,16,Motorcycle,2023-10-21,4.46
1069,DP-274419b9-0bb6-5396-8113-f0cd9983e838,Mekhala Nanda,1,Motorcycle,2023-07-11,4.92
1070,DP-8b87d3a7-07cc-5bba-a13c-228fcaf9ce28,Zinal Shanker,6,Motorcycle,2026-06-11,4.48
1071,DP-d250a2f6-e7db-5302-b2b9-824957ece9ef,Oni Chowdhury,32,Electric Scooter,2023-06-14,5.0
1072,DP-21093186-6ca3-5ee1-88db-f17bd29e03c0,Mason Divan,13,Motorcycle,2025-06-19,4.54
1073,DP-dce34ca2-12f6-50ec-afee-bdf96300ba95,Hitesh Chaudhuri,7,Motorcycle,2025-07-04,4.96
1074,DP-d687dda4-c175-50a7-993f-f3b583511aa6,Hemangini Roy,40,Bicycle,2025-02-27,4.4
1075,DP-7d2688f6-1a42-50f7-a7a8-857ebf5bf6f1,Leela Sunder,30,Bicycle,2026-03-09,4.09
1076,DP-07b38b2c-130a-5471-84dc-69f6898fc066,Baljiwan Gera,5,Motorcycle,2023-01-07,4.48
1077,DP-63c61bfa-46ff-5f8e-a3db-f2278ba41dfd,Neha Dhawan,10,Motorcycle,2024-01-20,4.69
1078,DP-585be20a-2161-5763-bafa-e5bdc5b72417,Balvan Randhawa,9,Motorcycle,2023-08-24,4.25
1079,DP-42f8b7e2-a3aa-519a-aee6-5cd1a3f32e3f,Wazir Bawa,14,Bicycle,2025-01-06,4.89
1080,DP-95305528-cc62-58d5-8345-649a7a0be78a,Amruta Pradhan,5,Bicycle,2025-03-21,4.35
1081,DP-91da2f22-10bf-5a48-b78b-7329e387e4df,Geetika Mitter,4,Electric Scooter,2026-02-19,4.15
1082,DP-0721d258-1c2a-553e-a38e-d7671b9a1af0,Avni Swamy,37,Motorcycle,2024-04-29,5.0
1083,DP-8fc657c4-7997-5fa9-9852-d154e0215aab,Vedant Desai,39,Motorcycle,2023-10-29,4.23
1084,DP-42713096-505c-55a2-8bd2-30b8211d3f26,Saanvi Nagi,29,Motorcycle,2026-03-25,4.34
1085,DP-c1d19d2b-2161-57a5-bd18-c2f2b55027e8,Omaja Chakraborty,47,Bicycle,2025-05-08,4.75
1086,DP-e924d2d2-f1b2-5e2c-8b8b-d702534bbfb8,Riya Kakar,20,Motorcycle,2025-09-02,4.39
1087,DP-ae0035c1-6358-5697-bd29-5e54d28f84dd,Vedhika Varty,22,Bicycle,2024-07-21,4.16
1088,DP-c3770907-6a27-548c-99a6-3b7f5f1fb2ec,Daksh Varma,21,Motorcycle,2024-07-24,4.3
1089,DP-2f907601-b2e8-5a95-9514-369c34f7e7dc,Dominic Mukhopadhyay,8,Motorcycle,2024-05-11,5.0
1090,DP-387f7809-f502-50a1-809a-42e065fb376d,Krishna Viswanathan,8,Motorcycle,2025-08-14,4.7
1091,DP-9456641a-e4b8-5298-bcd3-3981068ee819,Oscar Hans,4,Motorcycle,2023-09-26,4.77
1092,DP-14709b52-9f23-5c2c-98c4-010e76795a48,Dalbir Krish,14,Motorcycle,2026-05-29,4.6
1093,DP-1341bb37-b1bd-5e3b-abc7-c66337fdd5d2,Tanmayi Bedi,4,Motorcycle,2023-08-13,4.65
1094,DP-02ebd7f1-e30f-5e18-8403-46dfd9650b6e,Rushil Mahal,4,Motorcycle,2024-08-11,4.37
1095,DP-25740dd0-a4ae-5061-bbea-e1ac36c73b05,Ucchal Tiwari,11,Motorcycle,2024-02-06,4.55
1096,DP-1a8c5bab-352c-5810-8267-3c9c6395b194,Jatin Balasubramanian,7,Motorcycle,2025-03-30,3.84
1097,DP-610f4627-a5be-5be6-8721-396cc7122d45,Kashish Suresh,3,Motorcycle,2025-05-18,4.84
1098,DP-3b2ed45d-87b6-5683-8786-fb71af34d72b,Peter Som,26,Motorcycle,2026-03-18,4.36
1099,DP-f8cf78dd-4c5e-515c-90db-0edcd48d0757,Hemangini Gade,31,Motorcycle,2025-10-04,4.11
1100,DP-3173faa8-6f00-5986-ba10-50093fad220f,Gautam Mane,3,Bicycle,2023-11-14,4.57
1101,DP-a0c3f7ef-2029-5fce-b114-62a0c429ca74,Libni Bawa,1,Motorcycle,2023-09-21,4.44
1102,DP-cde0e79b-a076-5c4d-9af4-8455562a3f53,Tanish Kant,5,Electric Scooter,2026-02-05,4.82
1103,DP-f09840c0-002a-553b-aea9-c8d46c1cb399,Samuel Luthra,24,Motorcycle,2024-09-14,4.49
1104,DP-65b36988-53de-514d-8aae-c3c6c839f541,Yochana Bahri,28,Motorcycle,2023-05-05,4.3
1105,DP-b098878d-a283-53b8-b755-ec567269c293,Urvi Deo,2,Motorcycle,2025-11-18,4.5
1106,DP-edd1e161-efcd-519c-a070-0142ac844752,Abhiram Kapur,22,Motorcycle,2025-04-07,5.0
1107,DP-b50cf74c-e46a-543a-afc2-9372ca660f7a,Dalaja Maharaj,2,Motorcycle,2023-02-02,4.84
1108,DP-9502a094-62e7-5ca0-919c-04b249de57f5,Krisha Palla,6,Motorcycle,2025-09-25,4.7
1109,DP-cd157db9-347c-59af-9b1a-1a531afd8e13,Zayyan Kamdar,50,Motorcycle,2025-02-14,4.85
1110,DP-ad7f321b-1444-5588-b05a-352effd0de78,Chasmum Verma,3,Motorcycle,2025-02-23,4.73
1111,DP-a3ea76b9-a2e2-52af-aca5-f428be438888,Harsh Amble,2,Motorcycle,2026-01-08,4.21
1112,DP-73b4da19-a166-5ad6-9920-cf02fa34ff43,Barkha Misra,7,Electric Scooter,2024-09-24,4.77
1113,DP-0649c3ac-6a51-5cbd-836e-84c814d66cb3,Vasatika Bhatt,13,Motorcycle,2024-08-11,4.9
1114,DP-81023ba2-5d30-55c4-819f-e140999a0f92,Aradhana Nair,40,Bicycle,2025-02-26,4.92
1115,DP-d5b3dd5a-dab7-56a1-a1d5-8dac0276d4c2,Advika Misra,47,Bicycle,2023-09-10,4.14
1116,DP-c3afc752-5267-53a3-8a43-eb99c8a2a2ce,Mason Varughese,1,Motorcycle,2023-07-13,4.34
1117,DP-e7a6679b-f621-531c-87c4-89e949ee2db4,Dakshesh Raval,2,Motorcycle,2025-12-12,4.29
1118,DP-2f341cbc-6352-53df-9edd-7937222b51b7,Logan Bal,24,Motorcycle,2023-10-03,4.4
1119,DP-4a11d21a-39a3-54fb-bbba-33c9cda42980,Chakrika Lad,4,Bicycle,2024-10-05,4.66
1120,DP-f98bed1d-9433-553d-9e5b-b5490514fc34,Nidhi Rama,34,Bicycle,2023-12-11,4.56
1121,DP-deddd3b6-1bec-5697-a70b-ed59a93b892c,Ranveer Oza,15,Motorcycle,2023-10-22,4.56
1122,DP-40021366-9fdf-5c2b-9f2a-38136d8b6fbe,Vamakshi Parmer,2,Motorcycle,2025-02-01,4.05
1123,DP-0a1cda15-b875-5269-affc-8f235ed64e2a,Onkar Golla,27,Motorcycle,2025-10-20,4.32
1124,DP-695752ea-c171-5a40-b123-83974d69ada8,Gunbir Sinha,3,Bicycle,2024-07-17,4.95
